фраза;точная;широкая;техника;интент;урал;словоформ
бамбула штабелер;9;35;штабелёр;прочее;0;3
боковой ричтрак;9;90;ричтрак;прочее;0;2
такелажная рохля;9;28;рохля;прочее;0;1
komatsu электроштабелеры;9;17;штабелёр;прочее;0;4
ричтрак для склада;9;340;ричтрак;прочее;0;2
вилы для штабелера;9;132;штабелёр;запчасти и сервис;0;3
рохля гидравлическая авито;9;104;рохля;прочее;0;2
запчасти для электротележек;9;89;электротележка;запчасти и сервис;0;1
самоходный штабелер это;9;89;штабелёр;прочее;0;5
электрическая тележка рохля;9;82;рохля;прочее;0;3
рохля гидравлическая воронеж;9;75;рохля;прочее;0;1
учиться на штабелера;9;76;штабелёр;прочее;0;3
ось ручки рохли;9;63;рохля;прочее;0;2
как работает ричтрак;9;53;ричтрак;прочее;0;1
колесики на рохлю;9;50;рохля;прочее;0;2
штабелер noblelift pse12b;9;49;штабелёр;прочее;0;1
клапан гидроузла рохли;9;48;рохля;прочее;0;1
редуктор для штабелера;9;44;штабелёр;запчасти и сервис;0;2
